/american_football/football_team/current_roster./sports/sports_team_roster/position;Irreflexive,Antisymmetric
/award/award_category/category_of;Antisymmetric
/award/award_category/disciplines_or_subjects;Irreflexive,Antisymmetric
/award/award_category/nominees./award/award_nomination/nominated_for;Irreflexive,Antisymmetric
/award/award_category/winners./award/award_honor/award_winner;Irreflexive,Antisymmetric
/award/award_category/winners./award/award_honor/ceremony;Irreflexive,Antisymmetric
/award/award_ceremony/awards_presented./award/award_honor/award_winner;Irreflexive,Antisymmetric
/award/award_ceremony/awards_presented./award/award_honor/honored_for;Irreflexive,Antisymmetric
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for;Irreflexive,Symmetric,Transitive,Partial Equivalence
/award/award_nominee/award_nominations./award/award_nomination/award;Irreflexive,Antisymmetric
/award/award_nominee/award_nominations./award/award_nomination/award_nominee;Irreflexive,Symmetric
/award/award_nominee/award_nominations./award/award_nomination/nominated_for;Irreflexive
/award/award_winner/awards_won./award/award_honor/award_winner;Irreflexive,Symmetric,Transitive,Partial Equivalence
/award/award_winning_work/awards_won./award/award_honor/award;Irreflexive,Antisymmetric
/award/award_winning_work/awards_won./award/award_honor/award_winner;Irreflexive,Antisymmetric
/award/award_winning_work/awards_won./award/award_honor/honored_for;Irreflexive,Symmetric,Transitive,Partial Equivalence
/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee;Irreflexive,Antisymmetric
/award/ranked_item/appears_in_ranked_lists./award/ranking/list;Irreflexive,Antisymmetric
/base/aareas/schema/administrative_area/administrative_area_type;Irreflexive,Antisymmetric
/base/aareas/schema/administrative_area/administrative_parent;Irreflexive,Antisymmetric
/base/aareas/schema/administrative_area/capital;Antisymmetric
/base/americancomedy/celebrity_impressionist/celebrities_impersonated;Irreflexive,Antisymmetric
/base/biblioness/bibs_location/country;Irreflexive,Antisymmetric
/base/biblioness/bibs_location/state;Irreflexive,Antisymmetric
/base/culturalevent/event/entity_involved;Irreflexive,Antisymmetric,Transitive
/base/eating/practicer_of_diet/diet;Irreflexive,Antisymmetric
/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months;Irreflexive,Symmetric,Transitive,Partial Equivalence
/base/locations/continents/countries_within;Irreflexive,Antisymmetric
/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team;Irreflexive,Antisymmetric
/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed;Irreflexive,Antisymmetric
/base/popstra/celebrity/breakup./base/popstra/breakup/participant;Irreflexive,Symmetric
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant;Irreflexive,Symmetric
/base/popstra/celebrity/dated./base/popstra/dated/participant;Irreflexive,Symmetric
/base/popstra/celebrity/friendship./base/popstra/friendship/participant;Irreflexive,Symmetric
/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;Irreflexive,Antisymmetric
/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members;Irreflexive,Symmetric,Transitive,Partial Equivalence
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category;Irreflexive,Antisymmetric
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language;Irreflexive,Antisymmetric
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;Irreflexive,Antisymmetric
/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;Irreflexive,Antisymmetric
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club;Irreflexive,Antisymmetric
/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season;Irreflexive,Antisymmetric
/broadcast/content/artist;Irreflexive,Antisymmetric
/business/business_operation/assets./measurement_unit/dated_money_value/currency;Irreflexive,Antisymmetric
